"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"Northside Dawson Urgent Care","81 Northside Dawson Drive  Dawsonville, GA   ZIP 30534","(706) 216-6000","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Pickens County","GA",13227,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Cherokee County","GA",13057,"H1",FALSE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Dawson County","GA",13085,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Forsyth County","GA",13117,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Gilmer County","GA",13123,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Lumpkin County","GA",13187,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","108 Prominence Court #100  Dawsonville, GA   ZIP 30534","(706) 344-6940","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dawsonville-georgia","30534","US","Dawsonville","Georgia","GA","Dawson",34.4537,-84.155,"Pickens County","GA",13227,"H1",TRUE
"CorrectMed Primary & Urgent Care","1418 Scott Blvd  Decatur, GA   ZIP 30030","(770) 626-5760","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-decatur-georgia","30030","US","Decatur","Georgia","GA","DeKalb",33.7699,-84.295,"DeKalb County","GA",13089,"H1",FALSE
"SmartCare Urgent Care","1829 Lawrenceville Highway  Decatur, GA   ZIP 30033","(404) 292-8335","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-decatur-georgia","30033","US","Decatur","Georgia","GA","DeKalb",33.8123,-84.2819,"DeKalb County","GA",13089,"H1",FALSE
"East Dublin Urgent Care Center","406 Central Drive  Dublin, GA   ZIP 31027","(478) 275-1122","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dublin-georgia","31027","US","East Dublin","Georgia","GA","Laurens",32.5482,-82.8718,"Laurens County","GA",13175,"H1",FALSE
"Hillcrest Urgent Care","1110 Hillcrest Parkway ## C  Dublin, GA   ZIP 31021","(478) 296-2800","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dublin-georgia","31021","US","Dublin","Georgia","GA","Laurens",32.4593,-82.9381,"Laurens County","GA",13175,"H1",FALSE
"Hillcrest Urgent Care","1110 Hillcrest Parkway ## C  Dublin, GA   ZIP 31021","(478) 296-2800","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dublin-georgia","31021","US","Dublin","Georgia","GA","Laurens",32.4593,-82.9381,"Wilkinson County","GA",13319,"H1",TRUE
"Concentra Urgent Care","10820 Abbotts Bridge Road #3000  Duluth, GA   ZIP 30097","(770) 441-0444","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-duluth-georgia","30097","US","Duluth","Georgia","GA","Gwinnett",34.026,-84.147,"Forsyth County","GA",13117,"H1",FALSE
"Concentra Urgent Care","10820 Abbotts Bridge Road #3000  Duluth, GA   ZIP 30097","(770) 441-0444","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-duluth-georgia","30097","US","Duluth","Georgia","GA","Gwinnett",34.026,-84.147,"Fulton County","GA",13121,"H1",TRUE
"Concentra Urgent Care","10820 Abbotts Bridge Road #3000  Duluth, GA   ZIP 30097","(770) 441-0444","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-duluth-georgia","30097","US","Duluth","Georgia","GA","Gwinnett",34.026,-84.147,"Gwinnett County","GA",13135,"H1",TRUE
"North Georgia Urgent Care","1630 Pleasant Hill Road #340  Duluth, GA   ZIP 30096","(678) 680-4290","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-duluth-georgia","30096","US","Duluth","Georgia","GA","Gwinnett",33.9845,-84.1529,"Gwinnett County","GA",13135,"H1",FALSE
"Dunwoody Urgent Care","1575 Mount Vernon Road  Dunwoody, GA   ZIP 30338","","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dunwoody-georgia","30338","US","Atlanta","Georgia","GA","Fulton",33.9669,-84.3249,"DeKalb County","GA",13089,"H1",FALSE
"Dunwoody Urgent Care","1575 Mount Vernon Road  Dunwoody, GA   ZIP 30338","","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dunwoody-georgia","30338","US","Atlanta","Georgia","GA","Fulton",33.9669,-84.3249,"Fulton County","GA",13121,"H1",TRUE
"Wellstreet Dunwoody Urgent Care","1575 Mount Vernon Road  Dunwoody, GA   ZIP 30338","(404) 996-0197","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dunwoody-georgia","30338","US","Atlanta","Georgia","GA","Fulton",33.9669,-84.3249,"DeKalb County","GA",13089,"H1",TRUE
"Wellstreet Dunwoody Urgent Care","1575 Mount Vernon Road  Dunwoody, GA   ZIP 30338","(404) 996-0197","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-dunwoody-georgia","30338","US","Atlanta","Georgia","GA","Fulton",33.9669,-84.3249,"Fulton County","GA",13121,"H1",TRUE
"NGPG Urgent Care","597 South Enota Drive Northeast  Gainesville, GA   ZIP 30501","(770) 538-7777","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-gainesville-georgia","30501","US","Gainesville","Georgia","GA","Hall",34.3073,-83.8256,"Hall County","GA",13139,"H1",FALSE
"NGPG Urgent Care Gainesville","597 South Enota Drive Northeast  Gainesville, GA   ZIP 30501","(770) 219-7777","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-gainesville-georgia","30501","US","Gainesville","Georgia","GA","Hall",34.3073,-83.8256,"Hall County","GA",13139,"H1",TRUE
"Kennesaw Urgent Care","3485 Acworth Due West Road  Kennesaw, GA   ZIP 30144","(678) 797-6277","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-kennesaw-georgia","30144","US","Kennesaw","Georgia","GA","Cobb",34.0287,-84.6047,"Cobb County","GA",13067,"H1",FALSE
"WellStar Medical Group Urgent Care","3805 Cherokee St  Kennesaw, GA   ZIP 30144","(770) 426-5665","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-kennesaw-georgia","30144","US","Kennesaw","Georgia","GA","Cobb",34.0287,-84.6047,"Cobb County","GA",13067,"H1",FALSE
"CorrectMed Primary & Urgent Care","4861 Bill Gardner Pkwy #100  Locust Grove, GA   ZIP 30248","(770) 626-5740","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Butts County","GA",13035,"H1",FALSE
"CorrectMed Primary & Urgent Care","4861 Bill Gardner Pkwy #100  Locust Grove, GA   ZIP 30248","(770) 626-5740","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Henry County","GA",13151,"H1",TRUE
"CorrectMed Primary & Urgent Care","4861 Bill Gardner Pkwy #100  Locust Grove, GA   ZIP 30248","(770) 626-5740","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Spalding County","GA",13255,"H1",TRUE
"Urgent Care at Heron Bay","3334 Georgia 155 South  Locust Grove, GA   ZIP 30248","(678) 583-0241","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Butts County","GA",13035,"H1",FALSE
"Urgent Care at Heron Bay","3334 Georgia 155 South  Locust Grove, GA   ZIP 30248","(678) 583-0241","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Henry County","GA",13151,"H1",TRUE
"Urgent Care at Heron Bay","3334 Georgia 155 South  Locust Grove, GA   ZIP 30248","(678) 583-0241","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-locust-grove-georgia","30248","US","Locust Grove","Georgia","GA","Henry",33.3449,-84.0982,"Spalding County","GA",13255,"H1",TRUE
"Peachtree City Urgent Care","8 Eastbrook Bend  Peachtree City, GA   ZIP 30269","(770) 487-2273","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-peachtree-city-georgia","30269","US","Peachtree City","Georgia","GA","Fayette",33.3915,-84.5635,"Fayette County","GA",13113,"H1",FALSE
"Wingard Urgent Care and Wellness, LLC","1325 Commerce Drive #200  Peachtree City, GA   ZIP 30269","(770) 692-7575","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-peachtree-city-georgia","30269","US","Peachtree City","Georgia","GA","Fayette",33.3915,-84.5635,"Fayette County","GA",13113,"H1",FALSE
"Memorial Urgent Care","110 Medical Park Way  Pooler, GA   ZIP 31322","(912) 748-1515","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-pooler-georgia","31322","US","Pooler","Georgia","GA","Chatham",32.1149,-81.252,"Chatham County","GA",13051,"H1",FALSE
"Urgent Care 24/7 - Pooler","9 Mill Creek Circle #A-1  Pooler, GA   ZIP 31322","(912) 342-0183","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-pooler-georgia","31322","US","Pooler","Georgia","GA","Chatham",32.1149,-81.252,"Chatham County","GA",13051,"H1",FALSE
"Richmond HIll Family Practice and Urgent Care","10200 Ford Avenue  Richmond Hill, GA   ZIP 31324","(912) 459-6446","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-richmond-hill-georgia","31324","US","Richmond Hill","Georgia","GA","Bryan",31.8962,-81.294,"Bryan County","GA",13029,"H1",FALSE
"Urgent Care Center of Richmond Hill","60 Exchange Street #B-7  Richmond Hill, GA   ZIP 31324","(912) 756-2273","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-richmond-hill-georgia","31324","US","Richmond Hill","Georgia","GA","Bryan",31.8962,-81.294,"Bryan County","GA",13029,"H1",FALSE
"Brightpoint Urgent Care","913 Eagles Landing Parkway #150  Stockbridge, GA   ZIP 30281","(770) 692-5910","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Clayton County","GA",13063,"H1",FALSE
"Brightpoint Urgent Care","913 Eagles Landing Parkway #150  Stockbridge, GA   ZIP 30281","(770) 692-5910","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Henry County","GA",13151,"H1",TRUE
"Brightpoint Urgent Care","913 Eagles Landing Parkway #150  Stockbridge, GA   ZIP 30281","(770) 692-5910","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Rockdale County","GA",13247,"H1",TRUE
"MedPost Urgent Care","3576 Georgia 138  Stockbridge, GA   ZIP 30281","(770) 474-7448","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Clayton County","GA",13063,"H1",FALSE
"MedPost Urgent Care","3576 Georgia 138  Stockbridge, GA   ZIP 30281","(770) 474-7448","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Henry County","GA",13151,"H1",TRUE
"MedPost Urgent Care","3576 Georgia 138  Stockbridge, GA   ZIP 30281","(770) 474-7448","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-stockbridge-georgia","30281","US","Stockbridge","Georgia","GA","Henry",33.5633,-84.2165,"Rockdale County","GA",13247,"H1",TRUE
"Gwinnett Urgent Care","1300 Peachtree Industrial Boulevard #4101  Suwanee, GA   ZIP 30024","(770) 831-5525","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Forsyth County","GA",13117,"H1",FALSE
"Gwinnett Urgent Care","1300 Peachtree Industrial Boulevard #4101  Suwanee, GA   ZIP 30024","(770) 831-5525","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Fulton County","GA",13121,"H1",TRUE
"Gwinnett Urgent Care","1300 Peachtree Industrial Boulevard #4101  Suwanee, GA   ZIP 30024","(770) 831-5525","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Gwinnett County","GA",13135,"H1",TRUE
"Yun's Urgent Care Inc","1295 Old Peachtree Road Northwest  Suwanee, GA   ZIP 30024","(678) 417-5233","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Forsyth County","GA",13117,"H1",FALSE
"Yun's Urgent Care Inc","1295 Old Peachtree Road Northwest  Suwanee, GA   ZIP 30024","(678) 417-5233","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Fulton County","GA",13121,"H1",TRUE
"Yun's Urgent Care Inc","1295 Old Peachtree Road Northwest  Suwanee, GA   ZIP 30024","(678) 417-5233","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-suwanee-georgia","30024","US","Suwanee","Georgia","GA","Gwinnett",34.0425,-84.0262,"Gwinnett County","GA",13135,"H1",TRUE
"WellStar Medical Group Urgent Care","4550 Cobb Pkwy NW #101  Acworth, GA   ZIP 30101","(770) 917-8140","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-acworth-georgia","30101","US","Acworth","Georgia","GA","Cobb",34.0756,-84.6477,"Bartow County","GA",13015,"H1",FALSE
"WellStar Medical Group Urgent Care","4550 Cobb Pkwy NW #101  Acworth, GA   ZIP 30101","(770) 917-8140","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-acworth-georgia","30101","US","Acworth","Georgia","GA","Cobb",34.0756,-84.6477,"Cherokee County","GA",13057,"H1",TRUE
"WellStar Medical Group Urgent Care","4550 Cobb Pkwy NW #101  Acworth, GA   ZIP 30101","(770) 917-8140","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-acworth-georgia","30101","US","Acworth","Georgia","GA","Cobb",34.0756,-84.6477,"Cobb County","GA",13067,"H1",TRUE
"WellStar Medical Group Urgent Care","4550 Cobb Pkwy NW #101  Acworth, GA   ZIP 30101","(770) 917-8140","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-acworth-georgia","30101","US","Acworth","Georgia","GA","Cobb",34.0756,-84.6477,"Paulding County","GA",13223,"H1",TRUE
"Urgent Care","7435 Georgia 140  Adairsville, GA   ZIP 30103","(770) 769-9555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-adairsville-georgia","30103","US","Adairsville","Georgia","GA","Bartow",34.3595,-84.9176,"Bartow County","GA",13015,"H1",FALSE
"Urgent Care","7435 Georgia 140  Adairsville, GA   ZIP 30103","(770) 769-9555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-adairsville-georgia","30103","US","Adairsville","Georgia","GA","Bartow",34.3595,-84.9176,"Floyd County","GA",13115,"H1",TRUE
"Urgent Care","7435 Georgia 140  Adairsville, GA   ZIP 30103","(770) 769-9555","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-adairsville-georgia","30103","US","Adairsville","Georgia","GA","Bartow",34.3595,-84.9176,"Gordon County","GA",13129,"H1",TRUE
"Americus Urgent Care","101 Mayo Street ## B  Americus, GA   ZIP 31709","(229) 928-8355","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-americus-georgia","31709","US","Americus","Georgia","GA","Sumter",32.0404,-84.2153,"Sumter County","GA",13261,"H1",FALSE
"Piedmont Urgent Care By WellStreet","3999 Austell Road  Austell, GA   ZIP 30106","(770) 809-3032","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-austell-georgia","30106","US","Austell","Georgia","GA","Cobb",33.8369,-84.6307,"Cobb County","GA",13067,"H1",FALSE
"Piedmont Urgent Care By WellStreet","3999 Austell Road  Austell, GA   ZIP 30106","(770) 809-3032","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-austell-georgia","30106","US","Austell","Georgia","GA","Cobb",33.8369,-84.6307,"Douglas County","GA",13097,"H1",TRUE
"Barnesville Urgent Care and Family Practice","522 Greenwood St  Barnesville, GA   ZIP 30204","(770) 872-3663","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-barnesville-georgia","30204","US","Barnesville","Georgia","GA","Lamar",33.0457,-84.1515,"Lamar County","GA",13171,"H1",FALSE
"Barnesville Urgent Care and Family Practice","522 Greenwood St  Barnesville, GA   ZIP 30204","(770) 872-3663","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-barnesville-georgia","30204","US","Barnesville","Georgia","GA","Lamar",33.0457,-84.1515,"Monroe County","GA",13207,"H1",TRUE
"Barnesville Urgent Care and Family Practice","522 Greenwood St  Barnesville, GA   ZIP 30204","(770) 872-3663","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-barnesville-georgia","30204","US","Barnesville","Georgia","GA","Lamar",33.0457,-84.1515,"Upson County","GA",13293,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","1515 River Place  Braselton, GA   ZIP 30517","(770) 848-6195","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-braselton-georgia","30517","US","Braselton","Georgia","GA","Jackson",34.1389,-83.7812,"Barrow County","GA",13013,"H1",FALSE
"Urgent Care of Northeast Georgia Health System","1515 River Place  Braselton, GA   ZIP 30517","(770) 848-6195","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-braselton-georgia","30517","US","Braselton","Georgia","GA","Jackson",34.1389,-83.7812,"Gwinnett County","GA",13135,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","1515 River Place  Braselton, GA   ZIP 30517","(770) 848-6195","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-braselton-georgia","30517","US","Braselton","Georgia","GA","Jackson",34.1389,-83.7812,"Hall County","GA",13139,"H1",TRUE
"Urgent Care of Northeast Georgia Health System","1515 River Place  Braselton, GA   ZIP 30517","(770) 848-6195","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-braselton-georgia","30517","US","Braselton","Georgia","GA","Jackson",34.1389,-83.7812,"Jackson County","GA",13157,"H1",TRUE
"LifePointe Urgent Care","212 Georgia 49 #900  Byron, GA   ZIP 31008",NA,"https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-byron-georgia","31008","US","Byron","Georgia","GA","Peach",32.6181,-83.789,"Crawford County","GA",13079,"H1",FALSE
"LifePointe Urgent Care","212 Georgia 49 #900  Byron, GA   ZIP 31008",NA,"https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-byron-georgia","31008","US","Byron","Georgia","GA","Peach",32.6181,-83.789,"Houston County","GA",13153,"H1",TRUE
"LifePointe Urgent Care","212 Georgia 49 #900  Byron, GA   ZIP 31008",NA,"https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-byron-georgia","31008","US","Byron","Georgia","GA","Peach",32.6181,-83.789,"Peach County","GA",13225,"H1",TRUE
"Floyd Urgent Care, Cartersville","1328 Joe Frank Harris Parkway Southeast  Cartersville, GA   ZIP 30120","(770) 382-0029","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cartersville-georgia","30120","US","Cartersville","Georgia","GA","Bartow",34.187,-84.8204,"Bartow County","GA",13015,"H1",FALSE
"Floyd Urgent Care, Cartersville","1328 Joe Frank Harris Parkway Southeast  Cartersville, GA   ZIP 30120","(770) 382-0029","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cartersville-georgia","30120","US","Cartersville","Georgia","GA","Bartow",34.187,-84.8204,"Paulding County","GA",13223,"H1",TRUE
"Floyd Urgent Care, Cedartown","1025 North Main Street  Cedartown, GA   ZIP 30125","(770) 748-0076","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cedartown-georgia","30125","US","Cedartown","Georgia","GA","Polk",34.0112,-85.2459,"Floyd County","GA",13115,"H1",FALSE
"Floyd Urgent Care, Cedartown","1025 North Main Street  Cedartown, GA   ZIP 30125","(770) 748-0076","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cedartown-georgia","30125","US","Cedartown","Georgia","GA","Polk",34.0112,-85.2459,"Polk County","GA",13233,"H1",TRUE
"NGPG Urgent Care Cleveland","2578 Helen Highway  Cleveland, GA   ZIP 30528","(706) 865-1234","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cleveland-georgia","30528","US","Cleveland","Georgia","GA","White",34.5839,-83.75,"Hall County","GA",13139,"H1",FALSE
"NGPG Urgent Care Cleveland","2578 Helen Highway  Cleveland, GA   ZIP 30528","(706) 865-1234","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cleveland-georgia","30528","US","Cleveland","Georgia","GA","White",34.5839,-83.75,"Lumpkin County","GA",13187,"H1",TRUE
"NGPG Urgent Care Cleveland","2578 Helen Highway  Cleveland, GA   ZIP 30528","(706) 865-1234","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-cleveland-georgia","30528","US","Cleveland","Georgia","GA","White",34.5839,-83.75,"White County","GA",13311,"H1",TRUE
"South Atlanta Urgent Care","5185 Old National Highway  College Park, GA   ZIP 30349","(404) 763-9300","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-college-park-georgia","30349","US","Atlanta","Georgia","GA","Fulton",33.6053,-84.4813,"Clayton County","GA",13063,"H1",FALSE
"South Atlanta Urgent Care","5185 Old National Highway  College Park, GA   ZIP 30349","(404) 763-9300","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-college-park-georgia","30349","US","Atlanta","Georgia","GA","Fulton",33.6053,-84.4813,"Fulton County","GA",13121,"H1",TRUE
"Commerce Urgent Care & Family Practice","423 Pottery Factory Drive  Commerce, GA   ZIP 30529","(706) 336-0074","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-commerce-georgia","30529","US","Commerce","Georgia","GA","Jackson",34.2134,-83.448,"Banks County","GA",13011,"H1",FALSE
"Commerce Urgent Care & Family Practice","423 Pottery Factory Drive  Commerce, GA   ZIP 30529","(706) 336-0074","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-commerce-georgia","30529","US","Commerce","Georgia","GA","Jackson",34.2134,-83.448,"Jackson County","GA",13157,"H1",TRUE
"Concentra Urgent Care","4223 Georgia 42  Conley, GA   ZIP 30288","(404) 366-2900","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conley-georgia","30288","US","Conley","Georgia","GA","Clayton",33.6369,-84.3371,"Clayton County","GA",13063,"H1",FALSE
"Concentra Urgent Care","4223 Georgia 42  Conley, GA   ZIP 30288","(404) 366-2900","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conley-georgia","30288","US","Conley","Georgia","GA","Clayton",33.6369,-84.3371,"DeKalb County","GA",13089,"H1",TRUE
"Georgia Primary and Urgent Care","1301 Sigman Road Northeast #230  Conyers, GA   ZIP 30012","(678) 609-4912","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conyers-georgia","30012","US","Conyers","Georgia","GA","Rockdale",33.7192,-84.0021,"DeKalb County","GA",13089,"H1",FALSE
"Georgia Primary and Urgent Care","1301 Sigman Road Northeast #230  Conyers, GA   ZIP 30012","(678) 609-4912","https://urgentcarelist.com/directory/state-ga-georgia","https://urgentcarelist.com/directory/urgent-care-in-conyers-georgia","30012","US","Conyers","Georgia","GA","Rockdale",33.7192,-84.0021,"Gwinnett County","GA",13135,"H1",TRUE
